,X,y
515,@RepRashida Facks are surfacing. The shooter was sick in the head. Shocking. Work on your sick policies before you take aim on our 2nd amendment rights. Frm DW https://t.co/FL65hRpnfx,1
516,@theJagmeetSingh @bcfed You can try to keep selling but no one is buying this rhetoric that corporate greed is driving inflation. It is the government coalition policies that are driving it and most everyone can see that. The ones that can't are the ones we need to make accommodations for in our society,1
517,Dang Reiner pretty sure your work has been meaningless it started with Archie bunker in that racist show the Huron for a lot of years https://t.co/EAWEnkgBBt,1
518,"@AnnieAndrewsMD @ThisIsOurLane Because they keeping running on crime, inflation, and high gas prices, and govern on Hunter Biden’s laptop",1
519,@POTUS @PressSec @SecCardona Illegal all around…,1
520,Indictments are not convictions. https://t.co/91vpCt29nv,1
521,"When it's Inflation Time and When it's Recession Time
It's been Proven:
The Corrupt Corporations &amp;
The Corrupt Businesses etc
RAISE THEIR PRICES TO
RAISE THEIR PROFITS BY THE BILLIONS FLEECING THE WORLD THAT INCLUDES YOU! MY FRIEND!",1
522,"@ClownTownLarry @2022astros1 @RonnyJacksonTX The only narrative I subscribe to is the TRUTH friend. I haven't fought against any investigation, I've simply showed you the Trump DOJ ALREADY conducted one.  You've been unable to cite any criminal activity at all despite claiming it's ""blatant"".  That's all that happened.",1
523,👇🏽This lady @rweingarten is an idiot.  How have you not been fired???? Did you or the @AFLCIO print that sign?  Hahaha morons!  All of you partisan hacks destroying education in America. https://t.co/ZNusUUoKxQ https://t.co/JdDFW5rF5U,1
524,"@RFI_Cn Trump, who has advocated the slaughter of illegal immigrants, also quit Twitter😂😂",1
525,@mulberiwhispr @EricMGarcia @JohnFetterman I would like to see his test results and not your opinion.  Thank you,1
526,"The reason for gun violence in the USA lay @ the feet of the MAGA traitors against us, all. Not all Rs have gone insane but the party’s brand IS violence, evil, conspiracy, revenge, &amp; hatred. No policy, no love, no future: just a fearful response to the loss that is their lives. https://t.co/eW99ERnIjS https://t.co/EOu67hYs1Q",1
527,@LakotaMan1 Right after all of you people who are silent about the 1000s of black people killed in gun violence every year and only speak up when it suits you anti American agenda,1
528,@KariLakeWarRoom @KariLake Damn right! #TheNewRight,1
529,"@KariLakeWarRoom @KariLake How depressing it must be to have the job of posting propaganda on to this ""war room"" page! As each day drags on - you have the miserable duty of spreading lies, divisive posts etc!",1
530,"@Zx741258 She's in the ""well-regulated militia.""",1
531,US corporations gave more than $8m to election deniers’ midterm campaigns | US midterm elections 2022 | The Guardian https://t.co/Br25XmNwf0,1
532,Kari Lake has short hair because Mike needed some to stuff his pillows. https://t.co/9LK5RIqHj1,1
533,"@lavern_spicer @KariLake Are they? If counties don't certify their results by Dec 5th, they won't be included in the final vote count.  

They're disenfranchising ALL the voters in those 3 counties.  Including Republicans. 

This is in no way good for democracy.",1
534,@WHCOS @POTUS “Tackling inflation &amp; lowering cost” https://t.co/asQWnMnZqE,1
535,@katiehobbs @emoctezumab @AlfonsoDurazo @jorgem_yescas You cheated and ran the election like Somalia would.,1
536,@JDCocchiarella It does say shall not be infringed though…🤡,1
537,"@SCOTUSblog @WalshFreedom No1 Cares but the Democratic Party!
They should really be worrying about what’s on Hunter’s Lab Top &amp; inflation! Better Start helping we the People!",1
538,"@lavern_spicer @KariLake Really, they're not.",1
539,"@Turbo_Hodl @liz_churchill7 You are right we are facing a bunch of Commies with needles . America is a 2nd Amendment country. That is why they are begging and not forcing it. Otherwise, you know the other part. 😡",1
540,"@WhiteHouse Biden &amp; Admin “Green Deal”Renewable Energy caused High Inflation. Campaign Promises Backfired. Production &amp; transport of food &amp; products are based on Fossil Fuels. The Fed keeps raising interest rates, hasn’t helped &amp; won’t. A Recession is coming.",1
541,"@CNN 🧵1/2 Republican Herschel Walker is getting a tax break intended only for a primary residence this year on his home in the Dallas, Texas, area, despite running for Senate in Georgia.Anthony Michael Kreis, a law professor at Georgia State University, said Georgias state law about",1
542,"@charliekirk11 @KariLake Short wait times are more likely in richer neighborhoods, malfunctions in majority Liberal communities where machines are used to a much higher capacity.

Why can’t republicans admit their not popular anymore?",1
543,@joncoopertweets @snowbird42 Walker using the Dr. Oz privilege.  Also Texas only his home state for arranging abortions.,1
544,@BrutalBrittany2 Failed Sheriff Joe Lombardo ran on fixing our education system in Nevada by breaking down our public school system. Now this idiot says he doesn’t even have a plan yet. Having Lombardo for our Governor isn’t going to end well for Nevada.,1
545,"@capitaltigers @usedgov @Scotus @GOP I voted for Sanders in the primary &amp; Warren &amp; Sanders endorsed &amp; backed Biden and he promised US! I had Faith, Idek what to think or feel now.",1
546,"@koochaudio @cydonia0 @WHCOS @POTUS Yes, we are 

When inflation hits 8+%, the Repub/Dem admin in the WH will take the blame here in the US 

And other trash leaders in other countries take the blame where they’re at",1
547,@RepJayapal It’s time for you to step down,1
548,Scranton Joe.. at the home of a hedge fund billionaire for the holidays.  THESE PEOPLE HATE YOU. #biden #Bidenflation #JoeBiden https://t.co/r0Mf2BbD1l,1
549,@KariLakeWarRoom @henryolsenEPPC @PostOpinions Typical it only hears what it wants. Keep up the fight that creature Abrams fought its election for years.,1
550,"@IRepmonature @SenSchumer @ChrisCoons @POTUS Bitumen oil is the most toxic on the planet.
Canada is not likely to meet its 2022,2023 carbon emission reduction target, Nor is it likely to meet its 2030 Paris climate target and that's due to increasing emissions from Alberta Oil Sands,Suncore,Syncrude &amp; Strathcona Refinery. https://t.co/kGUXVMzX67",1
551,"Violent crime comes to previously peaceful and safe Martha’s Vineyard. And guess why? - American Thinker

Hey, Vineyard residents, it’s finally time for a wake-up call: Welcome to 2022 and Joe Biden’s transformed America https://t.co/yXzMiTRUzy",1
552,@NEWSMAX @seanspicer Isn't this a violation of freedom of the press?,1
553,@KariLakeWarRoom Unlikely.   Its just that no one really LIKED Kari.   She’s uniquely unqualified to be Governor.  Or Senator.  Or Mayor.  Or CityCouncil-woman.   Or…..,1
554,"#UPRGoodPractice: engaging #Parliament to follow up on the recommendations made during the #universalperiodicreview of #UK
👇🏽 https://t.co/prDUwDInLd",1
555,Do you think Trump's staff ever had to do this https://t.co/9PEn7HLpGm,1
556,@BarackObama @ObamaFoundation Your Democracy omits the Bill of Rights,1
557,"Former U.S. President Reagan on what the Constitution is and why America is so great and different! 
https://t.co/u2Tlo7jiAE",1
558,@GovLarryHogan When will everyone care enough to enforce common sense gun laws AND commit to supporting mental health as a TOP PRIORITY in our country? 😰😓😓 #gunsdonthavetobeallornothing #GUNviolence #GunReformNow @HouseDemocrats @SenateDems,1
559,Another gimmick. I've never seen a more 'manipulate the facts with grade school graphics' administration in my life. 'Let's just assume you have the intelligence of a 6th grader'. Everysingle thing on their menu is a friggen misdirection. https://t.co/ipGRRY42aY,1
560,"@rosaswe @CrAiGkares2 @amyklobuchar ""We the People"" is not about democracy. ""We the People"" is about the Constitution protecting citizens from the government. It's why we declared independence. The day that Congress can wage ethical war on SCOTUS, is the day freedom becomes meaningless for you and me.",1
561,@Jambreman @theTIVANshow @SenSchumer @POTUS Or we did have college debt and PAID IT OFF!,1
562,@Ill_talk_slow4u @WillBernard27 @dolannibbs @NeneHilarious @GOP Causes more inflation…. Which is why the fed is raising interest rates,1
563,@POTUS @SecCardona It is illegal and so was the voter fraud of 2020,1
564,@JohnT15 @JoJoFromJerz You are claiming the second amendment is directly tied to slavery?,1
565,@Logically_JC @MayraFlores2022 Wake up and live,1
566,"@UDAPartyKe How is that an achievement to you?tell us about High cost of living,and GMO saga",1
567,@RepLeeZeldin @elonmusk Another stupid fucking American that can't read their own fucking constitution. It's a 14 page pdf ffs.,1
568,"little lady's losing it over taking the L . . . 
Kari Lake shares video suggesting voting machines rejected ballots for voters with 'Let's Go Brandon' T-shirts https://t.co/AGd1dLIFcG",1
569,Hyundai’s best years in the US face the test from the Biden Inflation Reduction Act https://t.co/ieOc0w6nN7,1
570,"@POTUS @SecCardona https://t.co/qtooUuUoBk   Tucker Carlson: ""Of course there is no elite pedophile ring that runs the world.""

Also Tucker Carlson: Here is the hard evidence that an elite pedophile ring runs the world.

Watch. You decide.",1
571,"@DailyCaller Before Biden even took office, the Republicans had their annual  retreat in Baltimore. The Wi-Fi password was “border crisis” . What does that tell you, @VinceCoglianese ?",1
572,"The Documentary History of the Ratification of the Constitution and the Bill of Rights, Volume 38: Bill of Rights, No  2 (Vol QBB7IX4

https://t.co/xz59moyh1V",1
573,"@HerbieZiskend46 Student loan debt is Class Warfare! 
The fact that education is being denied through inflated cost &amp; indentured servitude is POLICY!
@POTUS @SecCardona must return College education to a common good model Pass #College4All &amp; #CancelStudentDebt for all!

https://t.co/XyQF3hfQNN",1
574,We're you paying attention from 2015 till 2020? https://t.co/aLCj8RojaJ,1
575,I noticed the @GOP all ways talking about the inflation what are you going to do to fix it https://t.co/jC9R6zC9HS,1
576,@JamieLindsay @kayleighmcenany Sweden Japan China Taiwan are not experiencing inflation just to name a few European nations are experiencing inflation because of sanctions with Russia America is experiencing inflation because of Joe Biden,1
577,@AnchidinAlex @katiehobbs That would be like asking the fox into the hen house!!!🤔,1
578,"Crime Hits Home: A Collection of Stories from Crime Fiction's Top Authors (Mystery Writers of America Series, 3) 29WGU50

https://t.co/lPkw3eSZz5 https://t.co/T5HomMflOh",1
579,"@FrankMikeDavis1 In 1791, when the amendment passed, the US had no Army, so citizens (armed with muskets) needed to protect the new nation. Thus: “A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed.”",1
